Collection,Subsistence,Sex,BicondylarBreadth,Index_FM
Larson,Horticultural,Male,50.85,980.699197698675
Larson,Horticultural,Male,51.6,751.842026866292
Larson,Horticultural,Male,51.75,890.229183256923
Larson,Horticultural,Male,52,960.755974834605
Larson,Horticultural,Female,50.4,824.13400081621
Larson,Horticultural,Female,51.15,773.744818148039
Larson,Horticultural,Male,56.95,904.684436454253
Larson,Horticultural,Female,53.8,744.109781947644
Larson,Horticultural,Male,55.9,742.554693584117
Larson,Horticultural,Female,52.5,803.008753716228
Larson,Horticultural,Male,52.2,883.722159473175
Larson,Horticultural,Male,52.05,1137.44503615872
Larson,Horticultural,Male,55,965.348590595072
Larson,Horticultural,Female,58.4,938.059931407827
Larson,Horticultural,Female,49.65,684.49609785037
Larson,Horticultural,Female,50.1,844.15576349662
Larson,Horticultural,Female,46,851.668096929516
Larson,Horticultural,Female,49.85,815.459278101486
Larson,Horticultural,Female,50.85,843.89461860729
Larson,Horticultural,Male,53.6,886.51817693487
Larson,Horticultural,Female,45.2,590.833439874407
Larson,Horticultural,Female,52,908.988418389671
Larson,Horticultural,Male,56.95,870.920169409796
Larson,Horticultural,Male,57.45,972.802019165713
Larson,Horticultural,Male,56.55,1010.92917300784
Larson,Horticultural,Female,49.3,601.033798521531
Larson,Horticultural,Male,56.1,935.558438257406
Larson,Horticultural,Female,55.55,956.481445330315
Larson,Horticultural,Male,55.1,865.634439770132
Larson,Horticultural,Male,54.55,829.586627565597
Larson,Horticultural,Male,53.1,681.352541701371
Larson,Horticultural,Male,53.8,791.799158429137
Larson,Horticultural,Female,51.9,871.477802105809
Larson,Horticultural,Female,54,852.879573596557
Larson,Horticultural,Female,48.75,663.661448070844
Larson,Horticultural,Male,54.9,848.693401385649
Larson,Horticultural,Male,49.5,977.950304126784
Larson,Horticultural,Female,50.5,816.162209457726
Larson,Horticultural,Male,52.8,1123.55134264822
Larson,Horticultural,Female,53.7,704.502152567511
Larson,Horticultural,Female,50.85,737.088322366871
Larson,Horticultural,Male,47.05,748.739704120872
Larson,Horticultural,Female,51.8,701.183845327157
Larson,Horticultural,Male,49.35,812.015307154988
Larson,Horticultural,Male,53.85,1039.05035424829
Larson,Horticultural,Female,46.75,696.428259447785
Larson,Horticultural,Female,50.9,746.308896805157
Larson,Horticultural,Female,54.65,830.558557792801
Larson,Horticultural,Female,54.55,733.542249659132
Larson,Horticultural,Female,52,798.602670019568
Larson,Horticultural,Female,55.05,827.546555836172
Larson,Horticultural,Male,52.1,827.872496073982
Larson,Horticultural,Female,53.2,791.447692751017
Larson,Horticultural,Male,47.1,869.467182807511
Larson,Horticultural,Female,51.1,834.835050792501
Larson,Horticultural,Male,55.4,1020.33824300534
Larson,Horticultural,Male,53.6,858.83289167511
Larson,Horticultural,Male,55.35,1001.24325015774
Larson,Horticultural,Male,59.15,1030.92933723876
Larson,Horticultural,Female,54,884.452579765134
Larson,Horticultural,Male,55.8,1004.69311159047
Larson,Horticultural,Male,56.15,1075.36716532379
Larson,Horticultural,Female,52.65,650.937997823805
Larson,Horticultural,Female,50.7,785.657344791369
Larson,Horticultural,Female,54.3,930.62613779127
Larson,Horticultural,Female,55.65,874.89035712577
Larson,Horticultural,Male,55.65,911.293561999242
Larson,Horticultural,Male,56.15,968.568723065001
Larson,Horticultural,Female,53.45,835.320034158399
Larson,Horticultural,Female,53.1,931.364412064864
Larson,Horticultural,Female,55.05,775.313650979425
Larson,Horticultural,Male,47.9,792.537432702731
Larson,Horticultural,Male,55.95,1004.58708283841
Larson,Horticultural,Female,52,802.786878735068
Larson,Horticultural,Male,51.5,749.348387697505
Larson,Horticultural,Female,50.35,757.100267570238
Larson,Horticultural,Female,50.4,775.356847878412
Larson,Horticultural,Male,51.65,805.812625159556
Larson,Horticultural,Male,51.05,710.643966205279
Larson,Horticultural,Female,49.15,801.053112289368
Larson,Horticultural,Female,57.7,863.015136895201
Larson,Horticultural,Male,54.1,809.219289693293
Larson,Horticultural,Male,47.95,910.5670686981
Larson,Horticultural,Female,52.6,677.759345103828
Larson,Horticultural,Female,52.65,791.708837640347
Larson,Horticultural,Female,49.7,753.864427137041
Larson,Horticultural,Female,47.75,643.97151611447
Larson,Horticultural,Male,58.85,938.057967912419
Larson,Horticultural,Female,52.95,738.05436210785
Larson,Horticultural,Male,51.1,NA
Larson,Horticultural,Male,51.85,803.776480420948
Larson,Horticultural,Male,54,NA
Larson,Horticultural,Female,NA,861.483610476576
Larson,Horticultural,Female,NA,833.788507739774
Larson,Horticultural,Male,50.55,761.274658808696
Larson,Horticultural,Male,49.1,729.485668145184
Larson,Horticultural,Female,56.2,765.81818718395
Larson,Horticultural,Male,59.15,866.205816934003
Larson,Horticultural,Male,50.7,643.35890554702
Larson,Horticultural,Female,49.2,681.128703224803
Larson,Horticultural,Male,52.05,873.873266504171
Larson,Horticultural,Male,51.9,929.675806013559
Larson,Horticultural,Male,55.15,883.655400629286
Larson,Horticultural,Male,55.5,911.234657136987
Larson,Horticultural,Female,48.55,706.186831627999
Larson,Horticultural,Female,46.6,710.588988333841
Larson,Horticultural,Male,54.05,1009.80605363418
Larson,Horticultural,Male,50.05,780.889977939547
Larson,Horticultural,Female,53,846.769175885325
Larson,Horticultural,Female,51.45,923.683218026837
Larson,Horticultural,Male,51,854.591741592764
